,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
3239,LEGO Pirates of the Caribbean: The Video Game,3DS,2011.0,Action,Disney Interactive Studios,0.29,0.14,0.0,0.04,0.57,71.0,22.0,7.3,29.0,Traveller's Tales,E10+
3240,Donkey Kong Barrel Blast,Wii,2007.0,Racing,Nintendo,0.19,0.14,0.06,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,29.0,Paon Corporation,E
3241,The Princess and the Frog,DS,2009.0,Platform,Disney Interactive Studios,0.29,0.14,0.0,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Griptonite Games,E
3242,Disney Infinity 2.0: Marvel Super Heroes,PS4,2014.0,Action,Disney Interactive Studios,0.27,0.14,0.0,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
3243,Viewtiful Joe,GC,2003.0,Action,Capcom,0.29,0.1,0.06,0.02,0.57,73.0,26.168198060234815,7.7,115.0,Clover Studio,T
3244,The Urbz: Sims in the City,GBA,2004.0,Simulation,Electronic Arts,0.29,0.14,0.0,0.03,0.57,72.0,22.0,7.7,29.0,Griptonite Games,E
3245,Beetle Adventure Racing!,N64,1999.0,Racing,Electronic Arts,0.29,0.14,0.0,0.02,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
3246,Guitar Hero: Metallica,PS3,2009.0,Misc,Activision,0.28,0.14,0.0,0.04,0.57,73.0,26.168198060234815,7.7,48.0,Neversoft Entertainment,T
3247,Disney's 102 Dalmatians: Puppies to the Rescue,PS,2000.0,Platform,Eidos Interactive,0.29,0.14,0.0,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Toys for Bob,E
3248,Strike Force Bowling,PS2,2004.0,Sports,Play It,0.29,0.14,0.0,0.04,0.57,68.81214905564063,22.0,7.116133442712647,29.0,Lab Rats Games,E
3249,Halloween,2600,1982.0,Action,Wizard Video Games,0.29,0.03,0.0,0.01,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
3250,Red Steel 2,Wii,2010.0,Shooter,Ubisoft,0.29,0.14,0.01,0.04,0.57,73.0,26.168198060234815,7.7,156.67227235438884,Ubisoft Paris,T
3251,Bass Landing,PS,1999.0,Sports,ASCII Entertainment,0.21,0.14,0.06,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
3252,XGRA: Extreme G-Racing Association,PS2,2004.0,Racing,Eidos Interactive,0.29,0.14,0.0,0.04,0.57,68.81214905564063,23.0,7.7,29.0,Acclaim Studios Cheltenham,T
3253,Mafia III,XOne,2016.0,Action,Take-Two Interactive,0.28,0.14,0.0,0.04,0.57,68.81214905564063,22.0,7.116133442712647,156.67227235438884,Hangar 13,M
3254,Bolt,DS,2008.0,Adventure,Disney Interactive Studios,0.29,0.14,0.0,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
3255,Mario's Picross,GB,1995.0,Puzzle,Nintendo,0.0,0.0,0.06,0.0,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
3256,Pac-Man Player's Choice Bundle,GC,2003.0,Misc,Namco Bandai Games,0.29,0.12,0.0,0.02,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
3257,Fighters MEGAMiX,SAT,1996.0,Fighting,Sega,0.0,0.0,0.06,0.0,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
3258,Bahamut Lagoon,SNES,1996.0,Role-Playing,SquareSoft,0.0,0.0,0.06,0.0,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
3259,Prince of Persia: The Forgotten Sands,X360,2010.0,Action,Ubisoft,0.29,0.14,0.0,0.04,0.57,73.0,26.168198060234815,7.7,112.0,Ubisoft Montreal,T
3260,Warriors Orochi 3,PS3,2011.0,Action,Ubisoft Annecy,0.0,0.04,0.06,0.01,0.57,70.0,22.0,7.7,35.0,Omega Force,T
3261,Tomb Raider III: Adventures of Lara Croft,PC,1998.0,Action,Eidos Interactive,0.29,0.03,0.0,0.0,0.57,68.81214905564063,26.168198060234815,7.7,29.0,Core Design Ltd.,T
3262,DJ Hero 2,Wii,2010.0,Misc,Activision,0.29,0.09,0.0,0.04,0.57,73.0,22.0,7.5,29.0,FreeStyleGames,T
3263,Toshochu: Run for Money,3DS,2012.0,Adventure,Namco Bandai Games,0.0,0.0,0.06,0.0,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
3264,Dragon Quest Monsters: Joker 2 Professional,DS,2011.0,Role-Playing,Square Enix,0.0,0.0,0.06,0.0,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
3265,NFL Quarterback Club 99,N64,1998.0,Sports,Acclaim Entertainment,0.29,0.02,0.0,0.0,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
3266,Super Robot Taisen α Gaiden,PS,2001.0,Strategy,Banpresto,0.0,0.0,0.06,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
3267,Tiger Woods PGA Tour 12: The Masters,X360,2011.0,Sports,Electronic Arts,0.29,0.14,0.0,0.04,0.57,73.0,26.168198060234815,7.116133442712647,29.0,Electronic Arts,E
3268,Battle of Giants: Dragons,DS,2009.0,Strategy,Ubisoft,0.29,0.14,0.0,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,29.0,Ubisoft Quebec,E10+
3269,Wall-E,X360,2008.0,Platform,THQ,0.29,0.14,0.0,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,29.0,Heavy Iron Studios,E
3270,Start the Party!,PS3,2010.0,Misc,Sony Computer Entertainment,0.07,0.14,0.0,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
3271,Formula 1: Championship Edition,PS3,2006.0,Racing,Sony Computer Entertainment,0.0,0.14,0.04,0.0,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
3272,Harry Potter and the Half-Blood Prince,DS,2009.0,Action,Electronic Arts,0.2,0.14,0.0,0.04,0.57,68.81214905564063,22.0,7.116133442712647,29.0,EA Bright Light,E
3273,NieR,PS3,2010.0,Role-Playing,Square Enix,0.17,0.14,0.06,0.04,0.57,68.81214905564063,26.168198060234815,7.7,156.67227235438884,Cavia Inc.,M
3274,2014 FIFA World Cup Brazil,PS3,2014.0,Sports,Electronic Arts,0.15,0.14,0.01,0.04,0.57,73.0,26.168198060234815,7.116133442712647,87.0,EA Canada,E
3275,Phoenix Wright: Ace Attorney - Trials and Tribulations,DS,2007.0,Adventure,Capcom,0.29,0.03,0.06,0.03,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
3276,NBA 2K9,PS3,2008.0,Sports,Take-Two Interactive,0.29,0.0,0.0,0.04,0.57,73.0,26.168198060234815,7.116133442712647,37.0,Visual Concepts,E
3277,SpongeBob's Atlantis SquarePantis,Wii,2007.0,Action,THQ,0.29,0.0,0.0,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,29.0,THQ,E
3278,SingStar Singalong With Disney,PS2,2008.0,Misc,Sony Computer Entertainment,0.0,0.04,0.0,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
3279,NFL Fever 2003,XB,2002.0,Sports,Microsoft Game Studios,0.29,0.13,0.0,0.02,0.57,72.0,25.0,7.7,29.0,Microsoft Game Studios,E
3280,Samurai Warriors 2,PS2,2006.0,Action,Tecmo Koei,0.02,0.02,0.06,0.01,0.57,68.81214905564063,26.0,7.7,29.0,Omega Force,T
3281,Wet,PS3,2009.0,Shooter,Bethesda Softworks,0.22,0.14,0.01,0.04,0.57,70.0,26.168198060234815,7.116133442712647,55.0,Artificial Mind and Movement,M
3282,Cooking Mama 4: Kitchen Magic!,3DS,2011.0,Simulation,505 Games,0.29,0.07,0.0,0.04,0.57,68.81214905564063,22.0,7.116133442712647,29.0,Cooking Mama Limited,E
3283,Scribblenauts: Unlimited,3DS,2012.0,Action,Warner Bros. Interactive Entertainment,0.29,0.01,0.0,0.04,0.57,73.0,22.0,7.4,29.0,5TH Cell,E10+
3284,The Black Eyed Peas Experience,Wii,2011.0,Misc,Ubisoft,0.29,0.14,0.0,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft Quebec,T
3285,2 Games in 1: Sonic Battle & ChuChu Rocket!,GBA,2005.0,Misc,THQ,0.29,0.14,0.0,0.01,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
3286,Fire Emblem: Shadow Dragon,DS,2008.0,Role-Playing,Nintendo,0.29,0.02,0.06,0.03,0.57,73.0,26.168198060234815,7.116133442712647,106.0,Intelligent Systems,E10+
3287,Plants vs. Zombies: Garden Warfare,PS4,2014.0,Shooter,Electronic Arts,0.21,0.14,0.01,0.04,0.57,73.0,23.0,7.6,156.67227235438884,PopCap,E10+
3288,Metroid Prime: Trilogy,Wii,2009.0,Shooter,Nintendo,0.29,0.05,0.0,0.04,0.57,73.0,26.168198060234815,7.7,156.67227235438884,Retro Studios,T
3289,Robotech: Battlecry,PS2,2002.0,Shooter,TDK Mediactive,0.29,0.14,0.0,0.04,0.57,72.0,22.0,7.7,29.0,Vicious Cycle,T
3290,Dora the Explorer: Super Spies,GBA,2004.0,Platform,Gotham Games,0.29,0.14,0.0,0.01,0.57,68.81214905564063,26.168198060234815,7.7,29.0,Cinegroupe,E
3291,Disney Universe,PS3,2011.0,Action,Disney Interactive Studios,0.29,0.14,0.0,0.04,0.57,70.0,26.168198060234815,7.116133442712647,29.0,Eurocom Entertainment Software,E10+
3293,Jak and Daxter: The Lost Frontier,PSP,2009.0,Platform,Sony Computer Entertainment,0.18,0.14,0.0,0.04,0.57,71.0,26.168198060234815,7.116133442712647,29.0,High Impact Games,E10+
3294,Texas Hold 'Em Poker,GBA,2004.0,Misc,Majesco Entertainment,0.29,0.14,0.0,0.01,0.57,68.81214905564063,22.0,7.116133442712647,29.0,Skyworks Technologies,E
3295,Time Crisis 3,PS2,2003.0,Shooter,Namco Bandai Games,0.29,0.14,0.0,0.04,0.57,73.0,26.168198060234815,7.7,29.0,Namco,T
3296,WWE SmackDown vs. Raw 2010,PSP,2009.0,Fighting,THQ,0.25,0.14,0.0,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,29.0,Yuke's,T
3297,Vanquish,PS3,2010.0,Shooter,Sega,0.21,0.14,0.06,0.04,0.57,73.0,26.168198060234815,7.7,156.67227235438884,PlatinumGames,M
3298,Ganbaru Watashi no Kakei Diary,DS,2007.0,Misc,Nintendo,0.0,0.0,0.06,0.0,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
3299,Tearaway,PSV,2013.0,Adventure,Sony Computer Entertainment Europe,0.14,0.14,0.0,0.04,0.57,73.0,26.168198060234815,7.7,156.67227235438884,Media Molecule,E
3300,Small Soldiers,PS,1998.0,Platform,Electronic Arts,0.29,0.14,0.0,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
3301,Half-Life 2,XB,2005.0,Shooter,Electronic Arts,0.29,0.14,0.0,0.03,0.57,73.0,26.168198060234815,7.7,115.0,Valve Software,M
3302,Duke Nukem: Total Meltdown,PS,1997.0,Shooter,GT Interactive,0.29,0.14,0.0,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
3303,Tony Hawk: RIDE,X360,2009.0,Sports,Activision,0.29,0.1,0.0,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,67.0,Robomodo,E10+
3304,Borderlands: The Pre-Sequel,PS3,2014.0,Shooter,Take-Two Interactive,0.26,0.14,0.05,0.04,0.57,73.0,24.0,7.116133442712647,130.0,2K Australia,M
3305,Major League Baseball 2K8,X360,2008.0,Sports,Bethesda Softworks,0.29,0.0,0.0,0.04,0.57,70.0,26.168198060234815,7.116133442712647,34.0,Kush Games,E
3306,Sacred 2: Fallen Angel,PS3,2009.0,Role-Playing,Deep Silver,0.22,0.14,0.06,0.04,0.57,70.0,26.168198060234815,7.116133442712647,51.0,"Ascaron Entertainment GmbH, Ascaron Entertainment",M
3307,pro evolution soccer 2011,X360,2010.0,Sports,Konami Digital Entertainment,0.09,0.14,0.0,0.04,0.57,73.0,26.168198060234815,7.116133442712647,33.0,Konami,E
3308,Major League Baseball 2K9,X360,2009.0,Sports,Spike,0.29,0.0,0.0,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,29.0,2K Sports,E
3309,Final Fantasy IV Advance,GBA,2005.0,Role-Playing,Nintendo,0.27,0.1,0.06,0.01,0.57,73.0,26.168198060234815,7.3,70.0,TOSE,E10+
3310,Dragon Ball Z: Ultimate Tenkaichi,PS3,2011.0,Fighting,Namco Bandai Games,0.27,0.14,0.06,0.04,0.57,68.81214905564063,26.0,7.116133442712647,77.0,Spike,T
3311,Madden NFL 2003,GBA,2002.0,Sports,Electronic Arts,0.29,0.14,0.0,0.01,0.57,73.0,22.0,7.116133442712647,156.67227235438884,BudCat,E
3312,Tomb Raider (2013),XOne,2014.0,Action,Square Enix,0.29,0.14,0.0,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
3313,Petz: Dogz Pack,DS,2008.0,Simulation,Ubisoft,0.29,0.0,0.0,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
3314,Harry Potter and the Goblet of Fire,GBA,2005.0,Action,Electronic Arts,0.29,0.14,0.0,0.01,0.57,71.0,22.0,7.116133442712647,29.0,Magic Pockets,E
3315,Tomb Raider Chronicles,PS,1999.0,Action,Eidos Interactive,0.29,0.14,0.0,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
3316,Dragon Ball Z: Buu's Fury,GBA,2004.0,Action,Atari,0.29,0.14,0.0,0.01,0.57,68.81214905564063,22.0,7.7,39.0,Webfoot Technologies,E
3317,Madden NFL 2002,GC,2001.0,Sports,Electronic Arts,0.29,0.12,0.0,0.02,0.57,73.0,22.0,7.116133442712647,156.67227235438884,EA Sports,E
3318,Spider-Man: Mysterio's Menace,GBA,2001.0,Action,Activision,0.29,0.14,0.0,0.01,0.57,73.0,22.0,7.7,29.0,Vicarious Visions,E
3319,Madden NFL 2000,N64,1999.0,Sports,Electronic Arts,0.29,0.02,0.0,0.0,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
3320,Game & Watch Gallery 4,GBA,2002.0,Misc,Nintendo,0.29,0.14,0.0,0.01,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
3321,MySims Racing,DS,2009.0,Racing,Electronic Arts,0.25,0.14,0.0,0.04,0.57,68.81214905564063,22.0,7.3,29.0,EA Games,E
3322,Naruto: Ultimate Ninja,PS2,2003.0,Fighting,Atari,0.29,0.02,0.0,0.04,0.57,73.0,26.168198060234815,7.7,35.0,CyberConnect2,T
3323,Pac-Man Party,Wii,2010.0,Misc,Namco Bandai Games,0.29,0.08,0.01,0.04,0.57,68.81214905564063,22.0,7.116133442712647,29.0,TOSE,E10+
3324,Cabela's Monster Buck Hunter,Wii,2010.0,Sports,Activision,0.29,0.0,0.0,0.03,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,FUN Labs,T
3325,Tony Hawk's Underground,GBA,2003.0,Sports,Activision,0.29,0.14,0.0,0.01,0.57,73.0,22.0,7.7,29.0,Vicarious Visions,E
3326,Dark Souls II,PS4,2015.0,Role-Playing,Namco Bandai Games,0.21,0.14,0.06,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
3327,Monster Trucks,GBA,2004.0,Racing,Majesco Entertainment,0.29,0.14,0.0,0.01,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Skyworks Technologies,E
3328,World of Zoo,Wii,2009.0,Simulation,THQ,0.29,0.14,0.0,0.04,0.57,68.81214905564063,26.168198060234815,7.7,29.0,Blue Fang Games,E
3329,Shadow The Hedgehog,PS2,2005.0,Platform,Sega,0.29,0.02,0.0,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,137.0,Sonic Team,E10+
3330,Wave Race: Blue Storm,GC,2001.0,Racing,Nintendo,0.29,0.1,0.06,0.02,0.57,73.0,22.0,7.7,29.0,Nintendo,E
3331,Aliens: Colonial Marines,PS3,2013.0,Shooter,Sega,0.2,0.14,0.0,0.04,0.57,68.81214905564063,25.0,7.116133442712647,156.67227235438884,Gearbox Software,M
3332,Backyard Wrestling: Don't Try This at Home,PS2,2003.0,Fighting,Eidos Interactive,0.29,0.14,0.0,0.04,0.57,68.81214905564063,24.0,7.7,29.0,Paradox Development,M
3333,Yakuza: Dead Souls,PS3,2011.0,Shooter,Sega,0.09,0.06,0.06,0.03,0.57,68.81214905564063,26.168198060234815,7.4,69.0,Ryu ga Gotoku Studios,M
3334,Fight Night Round 2,XB,2005.0,Fighting,Electronic Arts,0.29,0.14,0.0,0.02,0.57,73.0,26.168198060234815,7.7,29.0,EA Sports,T
3335,MonHun Nikki: Poka Poka Ailu Mura,PSP,2010.0,Role-Playing,Capcom,0.0,0.0,0.06,0.0,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
3336,Dead Island: Riptide,PS3,2013.0,Action,Deep Silver,0.26,0.14,0.06,0.04,0.57,68.81214905564063,25.0,7.116133442712647,140.0,Techland,M
3337,Just Dance 2015,X360,2014.0,Misc,Ubisoft,0.29,0.13,0.0,0.04,0.57,68.81214905564063,26.168198060234815,7.7,29.0,Ubisoft,E10+
3338,Kinect Sports Rivals,XOne,2014.0,Sports,Microsoft Game Studios,0.29,0.14,0.02,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,144.0,Microsoft Game Studios,E10+
3339,NBA 2K8,PS2,2007.0,Sports,Take-Two Interactive,0.29,0.02,0.0,0.04,0.57,72.0,22.0,7.116133442712647,29.0,Visual Concepts,E
3340,Dynasty Warriors 8,PS3,2013.0,Action,Tecmo Koei,0.12,0.1,0.06,0.04,0.57,68.81214905564063,26.0,7.7,75.0,Omega Force,T
3341,Suikoden,PS,1995.0,Role-Playing,Konami Digital Entertainment,0.21,0.14,0.06,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
3342,Disney Infinity,WiiU,2013.0,Action,Disney Interactive Studios,0.29,0.14,0.0,0.04,0.57,71.0,22.0,7.6,58.0,Avalanche Software,E10+
3343,Secret Agent Clank,PS2,2009.0,Platform,Sony Computer Entertainment,0.13,0.14,0.0,0.04,0.57,68.81214905564063,22.0,7.116133442712647,29.0,Sanzaru Games,E10+
3344,Call of Juarez: Bound in Blood,X360,2009.0,Shooter,Ubisoft,0.29,0.14,0.0,0.04,0.57,73.0,26.168198060234815,7.6,94.0,Techland,M
3345,Fighters Uncaged,X360,2010.0,Fighting,Ubisoft,0.29,0.14,0.0,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,29.0,Ubisoft,T
3346,Rayman Arena,PS2,2001.0,Racing,Ubisoft,0.29,0.14,0.0,0.04,0.57,68.81214905564063,22.0,7.7,29.0,Ubisoft,E
3347,Jaws Unleashed,PS2,2006.0,Action,THQ,0.29,0.02,0.0,0.04,0.57,68.81214905564063,26.168198060234815,7.5,39.0,Appaloosa Interactive,M
3348,Puyo Puyo Sun,SAT,1997.0,Puzzle,Compile,0.0,0.0,0.06,0.0,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
3349,Half-Life,PS2,2001.0,Shooter,Vivendi Games,0.29,0.14,0.0,0.04,0.57,73.0,24.0,7.7,94.0,Gearbox Software,M
3350,International Superstar Soccer 64,N64,1997.0,Sports,Konami Digital Entertainment,0.09,0.14,0.06,0.02,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
3351,Mickey's Speedway USA,N64,2000.0,Racing,Nintendo,0.29,0.08,0.06,0.01,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
3352,NASCAR Heat 2002,PS2,2001.0,Racing,Infogrames,0.29,0.14,0.0,0.04,0.57,73.0,22.0,7.116133442712647,156.67227235438884,Monster Games Inc.,E
3353,Split/Second,X360,2010.0,Racing,Disney Interactive Studios,0.29,0.14,0.0,0.04,0.57,73.0,26.168198060234815,7.7,101.0,Black Rock Studio,E10+
3354,The Golden Compass,DS,2007.0,Action,Sega,0.28,0.14,0.0,0.04,0.57,68.81214905564063,22.0,7.116133442712647,29.0,Artificial Mind and Movement,E10+
3356,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",X360,2007.0,Action,Activision,0.29,0.04,0.0,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
3357,From TV Animation One Piece: Grand Battle 2,PS,2002.0,Fighting,Namco Bandai Games,0.0,0.0,0.06,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
3358,BeatMania Append 3rdMix,PS,1998.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.06,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
3359,Muramasa: The Demon Blade,Wii,2009.0,Role-Playing,Rising Star Games,0.29,0.12,0.06,0.04,0.57,73.0,26.168198060234815,7.7,101.0,Vanillaware,T
3360,Disney TH!NK Fast: The Ultimate Trivia Showdown,Wii,2008.0,Misc,Disney Interactive Studios,0.29,0.14,0.01,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
3361, Frozen: Olaf's Quest,3DS,2013.0,Platform,Disney Interactive Studios,0.27,0.14,0.0,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
3362,Xena: Warrior Princess,PS,1998.0,Adventure,Electronic Arts,0.29,0.14,0.0,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
3363,Littlest Pet Shop: Garden,DS,2008.0,Simulation,Electronic Arts,0.29,0.14,0.0,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Electronic Arts,E
3364,Okami,Wii,2008.0,Action,Capcom,0.29,0.09,0.04,0.04,0.57,73.0,26.168198060234815,7.7,156.67227235438884,Ready at Dawn,T
3365,New Play Control! Pikmin 2,Wii,2009.0,Strategy,Nintendo,0.11,0.13,0.06,0.02,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
3366,LEGO The Hobbit,PS4,2014.0,Action,Warner Bros. Interactive Entertainment,0.13,0.14,0.0,0.04,0.57,72.0,26.168198060234815,7.116133442712647,88.0,TT Games,E10+
3367,Front Mission,SNES,1995.0,Strategy,SquareSoft,0.0,0.0,0.06,0.0,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
3368,WWE 2K17,PS4,2016.0,Sports,Take-Two Interactive,0.17,0.14,0.0,0.04,0.57,69.0,26.168198060234815,7.116133442712647,88.0,Yuke's,T
3369,Just Dance 2014,WiiU,2013.0,Misc,Ubisoft,0.29,0.14,0.0,0.04,0.57,72.0,22.0,7.6,45.0,Ubisoft,E10+
3370,New Play Control! Donkey Kong Jungle Beat,Wii,2008.0,Platform,Nintendo,0.23,0.14,0.06,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
3371,Wipeout: The Game,DS,2010.0,Misc,Activision,0.29,0.0,0.0,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Endemol,E
3372,Avatar: The Game,PSP,2009.0,Action,Ubisoft,0.22,0.14,0.0,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
3373,NHL 15,PS4,2014.0,Sports,Electronic Arts,0.29,0.14,0.0,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,EA Sports,E10+
3374,Total War: Shogun 2,PC,2011.0,Strategy,Sega,0.19,0.14,0.0,0.04,0.57,73.0,26.168198060234815,7.7,156.67227235438884,Creative Assembly,T
3375,Major League Baseball 2K7,PS2,2007.0,Sports,Spike,0.29,0.14,0.0,0.04,0.57,71.0,22.0,7.116133442712647,156.67227235438884,Kush Games,E
3376,Dai-2-Ji Super Robot Taisen α,PS2,2003.0,Strategy,Banpresto,0.0,0.0,0.06,0.0,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
3377,PGR3 - Project Gotham Racing 3,X360,2005.0,Racing,Microsoft Game Studios,0.29,0.03,0.03,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
3378,Dragon Age: Inquisition,PS3,2014.0,Role-Playing,Electronic Arts,0.27,0.14,0.05,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,BioWare,M
3379,SimCity DS,DS,2007.0,Simulation,Electronic Arts,0.29,0.02,0.06,0.03,0.57,69.0,26.168198060234815,7.116133442712647,29.0,Aki Corp.,E
3380,New Carnival Games,Wii,2010.0,Misc,Take-Two Interactive,0.29,0.14,0.0,0.04,0.57,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Cat Daddy Games,E
